WKT,group,支社略通称線,支社コード,支社,支社略,通称線コード,通称線,begin,end,length,cnt_toboku,cnt_bassai2022,cnt_bassai2023,cnt_bassai2024,cnt_bassai2022-2024,
"LINESTRING (139.8490561 37.64679142,139.8446736 37.64657612,139.8318773 37.63797105,139.8265237 37.63929565,139.8173184 37.64574117,139.8088666 37.6476273,139.7912793 37.64490404,139.7813537 37.64067868,139.7701014 37.64111006,139.7609704 37.63600172,139.7428932 37.64050195,139.7289861 37.63048253,139.7270148 37.62627695,139.7290687 37.61935356,139.7273721 37.61714126,139.724108 37.61689957,139.7123402 37.62214444,139.7090296 37.62194332,139.7014891 37.61219195,139.6921971 37.61112393,139.6895936 37.60535274,139.6841915 37.60425932,139.6800915 37.60567488,139.6722603 37.60534724,139.6538268 37.59078452,139.6496472 37.58980581,139.6420857 37.59171706,139.6371851 37.59537078,139.6294779 37.59561639,139.6257615 37.59994142,139.6275142 37.60872544,139.6342099 37.62110644,139.6335283 37.62826745,139.6250545 37.63507353,139.625515 37.6377154,139.6314834 37.64427102,139.6307058 37.64857329,139.6195427 37.65462763,139.6095007 37.66646864,139.6052463 37.66736642,139.5988298 37.66563343,139.5945136 37.66677536,139.5910916 37.67111812,139.580335 37.67356058,139.5758565 37.67632595,139.575009 37.67878744,139.5787239 37.68325182,139.5836747 37.69494259,139.5711448 37.70048486,139.5698826 37.70655397,139.5657515 37.70946511,139.5613769 37.71025228,139.5498741 37.70650928,139.5386919 37.70506894,139.5253895 37.70543066,139.5212832 37.7083914,139.5180427 37.70866619,139.4955824 37.70238541,139.4862336 37.69731044,139.4765919 37.69492928,139.4669273 37.687475,139.4569366 37.68831711,139.4506958 37.68648343,139.4436905 37.68932908,139.4241594 37.6922078,139.4162658 37.69725931,139.4001094 37.70346228,139.3924965 37.70227047,139.3879163 37.69968362,139.3834534 37.69987408,139.3805675 37.70347877,139.3816567 37.71145953,139.3745245 37.71581982,139.3702813 37.71501444,139.3647648 37.70814425,139.3558965 37.70882425,139.3537687 37.71546464,139.3489162 37.71914395,139.3475337 37.72346337,139.3435861 37.72782405,139.3305483 37.72977913,139.3189913 37.7394563,139.3073024 37.73526634,139.3006175 37.73440112,139.2953763 37.73594777,139.2832984 37.73357094,139.265533 37.73870299,139.2239463 37.72970859,139.1867019 37.73245904,139.1749866 37.73588676,139.1728121 37.73789225,139.1600182 37.77331391,139.1529271 37.77778771,139.146369 37.78617727,139.1360631 37.79306612,139.1250027 37.79251086,139.1213943 37.79563291)",新潟支社_磐越西線,新潟磐越西線,300,新潟支社,新潟,558,磐越西線,18300,110600,92205.65716,4,931,196,21,1148,12.45042913
"LINESTRING (140.0176648 38.06687755,140.0036519 38.06123906,139.9917506 38.03410382,139.9818035 38.02808936,139.9747882 38.02112304,139.9652798 38.02093666,139.9598824 38.0104098,139.9438972 38.00668433,139.9344297 38.01139495,139.9302195 38.01530511,139.9115922 38.01946974,139.895222 38.01512298,139.893022 38.01813027,139.8795574 38.0226104,139.871872 38.02916643,139.8616976 38.03477253,139.8599325 38.03804781,139.860498 38.0414431,139.8546296 38.04785019,139.8381082 38.04945909,139.831404 38.04619684,139.8161652 38.05342189,139.8020183 38.05053812,139.7940968 38.05384468,139.7873218 38.0545574,139.7856548 38.05344528,139.7858685 38.04900425,139.7839643 38.04686241,139.7748288 38.04320247,139.7662329 38.04466047,139.760281 38.04871533,139.7467622 38.0653392,139.7323721 38.0741572,139.7228864 38.07719448,139.7140209 38.07740857,139.7042866 38.07484593,139.6978508 38.06639721,139.6918032 38.06250116,139.680914 38.06431891,139.6691167 38.0612885,139.6659326 38.06197316,139.663428 38.06684583,139.6646882 38.07207852,139.663837 38.07563715,139.6556832 38.08004608,139.6432809 38.07640471,139.6323771 38.07767276,139.6261675 38.072502,139.6163521 38.06801523,139.5970358 38.06752554,139.5791324 38.0785669,139.5710449 38.08830774,139.5356105 38.09498593,139.5047425 38.10421717,139.496834 38.10395281,139.4526365 38.12380546,139.449467 38.12331759,139.4474966 38.12115378)",新潟支社_米坂線,新潟米坂線,300,新潟支社,新潟,575,米坂線,26000,90700,64585.47434,0,21,53,0,74,1.145768468
"LINESTRING (139.1210975 37.79978271,139.121431 37.80602189,139.1245853 37.80855243,139.1483007 37.80852014,139.1655776 37.81531452,139.1745057 37.8164617,139.2010023 37.82452048,139.2298418 37.84618158,139.2601307 37.87994178,139.3118673 37.9192074,139.3423137 37.95177745,139.3546574 37.96903186,139.3832714 38.02788665,139.4388601 38.11074359,139.4548652 38.13036843,139.4588271 38.14255148,139.4601369 38.206473,139.4633418 38.21407259,139.4632787 38.22493684,139.4578381 38.2327422,139.4594817 38.23879816,139.4584065 38.24128551,139.4515401 38.24440604,139.4448579 38.24468783,139.442731 38.24769789,139.4474886 38.2606672,139.4473355 38.26600133,139.450898 38.27718182,139.4488634 38.28412664,139.4526073 38.30902851,139.4497966 38.31480464,139.4501637 38.32018642,139.4531102 38.32598557,139.4517775 38.33122958,139.4534039 38.3469967,139.4508796 38.35671649,139.46081 38.38127351,139.4568531 38.38853117,139.4569371 38.39123167,139.468026 38.40971096,139.469515 38.41765215,139.4724858 38.42257085,139.4833125 38.43297016,139.4832599 38.43915954,139.4854809 38.44432227,139.4956699 38.45364133,139.5098758 38.48256517,139.5162041 38.48770303,139.519483 38.49716748,139.528258 38.51083934,139.5360741 38.51828261,139.5426129 38.53069322,139.5495654 38.53899875,139.5510342 38.54238232,139.5507507 38.54951115,139.5488031 38.55635733,139.5577113 38.57195,139.5608418 38.58563532,139.5665009 38.59120753,139.5664208 38.59647597,139.5743704 38.60484276,139.5758169 38.61006483,139.5860727 38.62070062,139.5964524 38.63969031,139.597851 38.64733121,139.6110567 38.66385104,139.6126968 38.66816268,139.6237224 38.67640019,139.6406332 38.68545337,139.6506246 38.69313482,139.6534445 38.70079101,139.6596681 38.70316901,139.6631011 38.70347683,139.6730752 38.69940075,139.7150934 38.70280348,139.7371343 38.71697792,139.756427 38.73948567,139.7600072 38.74157069,139.7807583 38.74280427,139.8542649 38.739252,139.8632497 38.74031969,139.9041843 38.77799695,139.9060411 38.80309503,139.9118653 38.83070246,139.9144141 38.8366218,139.9072211 38.85298451,139.9098637 38.89080556,139.9031418 38.90005083,139.8551918 38.91306494,139.8501519 38.91663411,139.843325 38.92597564,139.8429841 38.9285863,139.8649626 38.95058025)",新潟支社_羽越本線,新潟羽越本線,300,新潟支社,新潟,611,羽越本線,0,170800,169809.4485,1,627,563,253,1443,8.497760361
"LINESTRING (139.3342848 37.94335069,139.3296507 37.93832192,139.3255303 37.9371633,139.2642598 37.95079981,139.2334412 37.93242184,139.2097716 37.91577821,139.1643349 37.92358114,139.121792 37.91372742,139.0917693 37.90311055,139.0853495 37.90443711,139.079511 37.91096325)",新潟支社_白新線,新潟白新線,300,新潟支社,新潟,616,白新線,100,25400,25287.82205,0,474,58,79,611,24.16182773
"LINESTRING (139.0844811 37.90540934,139.080255 37.91069695)",新潟支社_白新貨物線,新潟白新貨物線,300,新潟支社,新潟,617,白新貨物線,24600,25300,699.5700659,0,0,0,0,0,0
"LINESTRING (139.9384106 38.82300811,139.9144819 38.84005671,139.9118023 38.84394166)",新潟支社_陸羽西線,新潟陸羽西線,300,新潟支社,新潟,623,陸羽西線,39700,43000,3304.991431,0,0,0,0,0,0
"LINESTRING (139.0932372 37.89819135,139.0930271 37.90239953,139.1009956 37.90586599)",新潟支社_白新短絡内,新潟白新短絡内,300,新潟支社,新潟,632,白新短絡内,400,1700,1306.819344,0,0,0,0,0,0
"LINESTRING (139.0798376 37.91120718,139.0784808 37.91359488)",新潟支社_東新潟港線,新潟東新潟港線,300,新潟支社,新潟,633,東新潟港線,0,300,293.4607147,0,0,0,0,0,0
"LINESTRING (139.0932238 37.89815162,139.0927651 37.90236046,139.0988662 37.90611604)",新潟支社_白新短絡外,新潟白新短絡外,300,新潟支社,新潟,635,白新短絡外,400,1600,1201.674804,0,0,0,0,0,0
"LINESTRING (138.2479294 37.17353628,138.262748 37.17782377,138.2738916 37.19025116,138.3319633 37.22736896,138.3755524 37.2640551,138.3871408 37.27943742,138.4364762 37.32142864,138.4492086 37.32389179,138.4613312 37.33467817,138.4689134 37.33635542,138.4793941 37.34312019,138.4980541 37.35121693,138.5191155 37.35624086,138.5253351 37.35994047,138.5348811 37.36240923,138.5469773 37.36142572,138.5665039 37.36453768,138.5980747 37.3525645,138.6187788 37.33589214,138.6308663 37.33411206,138.6346818 37.3358128,138.6412885 37.34306686,138.6454175 37.35043398,138.6546795 37.35666719,138.6668193 37.35864339,138.6755197 37.36875577,138.6823726 37.36759394,138.6931769 37.3597309,138.7079099 37.35305345,138.7198733 37.35163697,138.7477712 37.36235791,138.7496903 37.36559243,138.7494971 37.37096591,138.7574576 37.38841576,138.7727473 37.39752884,138.814197 37.3949759,138.8201388 37.39715605,138.8490285 37.43411108,138.8682741 37.48330451,138.8896895 37.51914484,138.9585545 37.61467873,138.962329 37.62501354,139.0076628 37.63639613,139.02976 37.64566742,139.0403131 37.65392038,139.0471962 37.65688942,139.0555475 37.66653392,139.0549547 37.67265175,139.0586712 37.6791747,139.0580912 37.68726216,139.0655846 37.7052224,139.0818685 37.73199548,139.1208911 37.78274544,139.1209132 37.80519367,139.1142228 37.81967338,139.1103921 37.83842521,139.1121724 37.8699039,139.0993272 37.89301764,139.083543 37.90593475,139.0776897 37.91358093,139.0736616 37.91487897,139.0615668 37.91236068)",新潟支社_信越本線,新潟信越本線,300,新潟支社,新潟,636,信越本線,500,136300,135652.1847,0,997,366,684,2047,15.09006291
"LINESTRING (139.0792865 37.9112967,139.0738561 37.91481362,139.0616175 37.91223104)",新潟支社_信越本回送,新潟信越本回送,300,新潟支社,新潟,637,信越本回送,134500,136300,1773.353205,0,0,0,0,0,0
"LINESTRING (138.5840039 36.99043516,138.5950405 36.9992311,138.6006075 36.99962208,138.6080241 36.99760332,138.6164459 37.00310518,138.6379159 37.006897,138.6395319 37.00921974,138.6367653 37.01396465,138.638319 37.02182944,138.6435907 37.02867436,138.6538741 37.03183249,138.6598478 37.04037793,138.6719101 37.04834568,138.6791007 37.05084727,138.6799663 37.05142494,138.6809067 37.05190571,138.6895396 37.05077045,138.6963755 37.05671326,138.7101545 37.06423318,138.7227763 37.07997572,138.7250247 37.09137333,138.7289803 37.09683612,138.7324558 37.1014729,138.7330572 37.10223647,138.7408828 37.10727039,138.7591631 37.13920351,138.765218 37.14450325,138.775341 37.16552608,138.7781069 37.17610204,138.7812025 37.21925886,138.7846497 37.23333499,138.8021001 37.24305777,138.8270657 37.25105948,138.8353824 37.2485698,138.8578303 37.25018015,138.8621503 37.25639912,138.8610669 37.26429055,138.8650786 37.26876687,138.8628333 37.27241123)",新潟支社_飯山線,新潟飯山線,300,新潟支社,新潟,641,飯山線,50300,96600,46363.80149,0,19,10,0,29,0.625487968
"LINESTRING (138.5567727 37.36373197,138.5631148 37.36512842,138.565759 37.37386495,138.5738698 37.38133171,138.5853383 37.39001084,138.5957022 37.3934487,138.5992756 37.39690736,138.6036964 37.4107045,138.6122586 37.42237254,138.6329144 37.44372535,138.6643567 37.45938421,138.6737458 37.46706167,138.6799987 37.47773191,138.6871766 37.48205094,138.6893371 37.48615827,138.694323 37.48977079,138.6942513 37.49589421,138.6965439 37.50272676,138.7020269 37.50705624,138.7027986 37.51406228,138.7120296 37.52433416,138.7193203 37.53753634,138.7236559 37.5416158,138.7247951 37.54956545,138.7457927 37.57081197,138.7787241 37.57576008,138.7928258 37.60220544,138.8115368 37.61909953,138.8254339 37.62234949,138.8474247 37.6331748,138.8609905 37.63774994,138.8713341 37.64746765,138.8746436 37.6589511,138.8707448 37.67013038,138.8715728 37.67913713,138.8732085 37.68342769,138.8837222 37.6913883,138.8795611 37.71906964,138.8861825 37.74095229,138.8880475 37.75255172,138.8957556 37.77327543,138.9055371 37.78201038,138.9113499 37.78971524,138.9075593 37.81462134,138.9201497 37.83175024,138.9302981 37.85372914,138.9464767 37.86502621,138.9881442 37.88671054,138.9986737 37.89733135,139.0057804 37.89997181,139.0179018 37.90783148,139.0322575 37.91223805,139.0429781 37.90635228,139.0607935 37.91220922)",新潟支社_越後線,新潟越後線,300,新潟支社,新潟,645,越後線,100,83800,83646.5741,0,1169,333,28,1530,18.29124524
"LINESTRING (138.8321284 37.69931214,138.845448 37.69793961,138.8500734 37.69142496,138.8708051 37.68411817,138.873945 37.68430307,138.8853026 37.68997637,138.9066016 37.68159941,138.9221228 37.66849959,138.9328275 37.66635964,138.9325042 37.65490194,138.9475951 37.64271955,138.9506391 37.63415717,138.9647113 37.63111238,138.9679229 37.62756368,138.9722367 37.62807439)",新潟支社_弥彦線,新潟弥彦線,300,新潟支社,新潟,647,弥彦線,0,17100,17087.17843,0,0,110,0,110,6.437575429
"LINESTRING (138.650184858765 36.345390600108,138.6421218 36.34238554,138.605438 36.3432127,138.5683698 36.3371514,138.5558786 36.33135197,138.5347612 36.31534524,138.5101014 36.30498919,138.4797385 36.28523407,138.4594283 36.27587401,138.442483 36.27179156,138.4240537 36.27452527,138.2805661 36.35829237,138.2739643 36.36552791,138.2666802 36.37967236,138.2618046 36.38568925,138.2451894 36.40025277,138.2272031 36.41083506,138.2196327 36.41861757,138.2124129 36.43372176,138.2076475 36.45683521,138.2019016 36.46655152,138.1417335 36.51977396,138.1340578 36.52964868,138.1306804 36.54100801,138.1314304 36.55899828,138.1553584 36.6254908,138.1729452 36.63650161,138.1879523 36.64222597,138.2479392 36.68122051,138.2724389 36.70222887,138.3006739 36.71997678,138.3190778 36.72854004,138.3267467 36.73376169,138.3365137 36.74675899,138.3404658 36.76627756,138.3441482 36.77477411,138.3496002 36.78158768,138.3670354 36.79677321,138.3736393 36.81100395,138.3733532 36.82265007,138.3684267 36.83361123,138.306529 36.90767394,138.2993165 36.9208252,138.2975814 36.92972139,138.2961458 36.96304667,138.3034932 37.01315352,138.3005802 37.02816136,138.2813825 37.05458685,138.2607104 37.06977608,138.2410922 37.08834404)",長野支社_北陸新幹線,長野北陸新幹線,511,長野支社,長野,106,北陸新幹線,3300,177900,137564.5152,0,238,470,565,1273,9.253839903
"LINESTRING (137.993677 35.98242328,137.9974043 35.98436259)",長野支社_飯田線,長野飯田線,511,長野支社,長野,193,飯田線,195600,196000,401.646894,0,0,0,0,0,0
"LINESTRING (138.2988362 35.8727645,138.2882493 35.88069302,138.2752763 35.88507287,138.2640518 35.89621927,138.2542119 35.90202656,138.2494347 35.90802851,138.2294383 35.91522204,138.2156644 35.92549605,138.2107605 35.93137894,138.2043179 35.93487294,138.179068 35.96103583,138.1736378 35.96889455,138.1716641 35.97495015,138.1562057 35.9888797,138.1378184 36.01251078,138.1329697 36.02254977,138.1185859 36.03861954,138.1145489 36.05359876,138.1111745 36.06024681,138.1025564 36.06701488,138.0882312 36.07175375,138.0737977 36.07204011,138.0373964 36.0524069,138.0331037 36.05216749,137.9761108 36.09898983,137.9583342 36.10621609,137.9493504 36.11141163,137.9475485 36.11412109,137.9414574 36.10785302)",長野支社_中央本線,長野中央本線,511,長野支社,長野,261,中央本線,172000,235600,47296.39238,0,35,181,359,575,12.15737546
"LINESTRING (138.0440033 36.05627187,138.0294975 36.04691052,138.0274881 36.03903849,138.0171924 36.02750715,138.0121946 36.01757499,138.0072916 36.00472965,138.0076426 35.99938054,138.0054863 35.99239266,137.9999333 35.98574909,137.9919478 35.98313602,137.9807565 35.99169875,137.977266 35.99627681,137.9761394 36.00436313,137.9710611 36.01513724,137.9725664 36.01945024,137.970633 36.02558423,137.9709035 36.05255959,137.9776926 36.0706224,137.9771779 36.08951134,137.9725112 36.09319062,137.9603428 36.09251992,137.9594294 36.09499168,137.9634172 36.09919811,137.9627714 36.1026991,137.9478128 36.11366902)",長野支社_中央本線旧,長野中央本線旧,511,長野支社,長野,263,中央本線旧,207000,234600,27636.94403,0,29,59,0,88,3.184143656
"LINESTRING (138.3072068 35.86779725,138.3033283 35.87081728,138.3051646 35.8738104,138.3122997 35.87215389,138.3352931 35.87252417,138.3623257 35.88033166,138.3667874 35.88292667,138.374262 35.8836259,138.3826824 35.88771381,138.3868537 35.88710252,138.3928053 35.89098536,138.4169374 35.89920099,138.4186613 35.90230136,138.4153441 35.90570475,138.414018 35.9125193,138.4190622 35.91389871,138.425312 35.90907926,138.4274341 35.90917171,138.4337507 35.91760861,138.4393087 35.92062865,138.4403722 35.92397791,138.447627 35.93128588,138.4475867 35.93477703,138.4505028 35.93728824,138.4498799 35.93993459,138.4518613 35.94408996,138.4729954 35.95189105,138.4761559 35.95838822,138.4852319 35.96169898,138.4913647 35.96000923,138.5123803 35.96524247,138.5298661 35.96297654,138.5374738 35.96372094,138.5387666 35.96508125,138.5382356 35.96855802,138.529985 35.97288452,138.5228207 35.98181942,138.5216287 35.99166342,138.5238357 35.99471874,138.5197498 36.00001371,138.5189136 36.00983887,138.5067299 36.01107526,138.5020132 36.01332532,138.4938773 36.01124381,138.4927058 36.01268485,138.493883 36.01682138,138.4861232 36.02774987,138.4852982 36.03118432,138.4755126 36.03487292,138.4729158 36.03762045,138.472782 36.05057998,138.4690743 36.053871,138.4686489 36.05729406,138.4724317 36.06468228,138.4760019 36.066684,138.4772641 36.07446484,138.4816514 36.08266762,138.4811804 36.08613372,138.4852615 36.09437861,138.4843531 36.09688568,138.4859429 36.10114222,138.4842251 36.10722154,138.4794446 36.11085114,138.472019 36.12575551,138.476721 36.13184083,138.4882007 36.16459912,138.4913875 36.16933095,138.4874381 36.19071417,138.492717 36.21554928,138.4813251 36.22519686,138.4750474 36.23857088,138.476641 36.25552258,138.4745896 36.27337222,138.4505645 36.28250207,138.4488265 36.28769209,138.4515271 36.29643059,138.4502829 36.3026409,138.4437731 36.3075601,138.4422087 36.31081109,138.4350429 36.3131693,138.4218653 36.32645203)",長野支社_小海線,長野小海線,511,長野支社,長野,273,小海線,1000,78800,77682.27773,5,164,258,319,741,9.538855214
"LINESTRING (137.9476171 36.11506971,137.9502153 36.15827768,137.9712908 36.21703867,137.961172 36.23702007,137.952814 36.24514583,137.9477109 36.266266,137.9473521 36.28057888,137.9402256 36.30593095,137.9325823 36.31674794,137.9229799 36.34704057,137.9421627 36.36448668,137.9658303 36.378,138.0078196 36.3965961,138.013522 36.40162361,138.0149118 36.40404894,138.0124731 36.42642724,138.0198847 36.43411363,138.0209151 36.44028574,138.0227506 36.44249233,138.0340679 36.44595886,138.0435319 36.45351551,138.0506371 36.45614957,138.0670673 36.45115661,138.0746166 36.45245757,138.0779548 36.45474127,138.0805578 36.46067187,138.0975626 36.48180332,138.1018461 36.489756,138.0986003 36.49893049,138.0907619 36.50635642,138.0826496 36.50886443,138.0748795 36.51372286,138.0751186 36.51979754,138.0822533 36.52763125,138.0992847 36.53905626,138.1033576 36.54918702,138.1358587 36.57257608,138.1377877 36.57684655)",長野支社_篠ノ井線,長野篠ノ井線,511,長野支社,長野,275,篠ノ井線,600,67000,65661.18646,0,179,57,17,253,3.85311344
"LINESTRING (137.9637981 36.2314657,137.9601683 36.23804364,137.9449722 36.24686915,137.9251117 36.24630735,137.9063048 36.25754481,137.9024186 36.26191485,137.9031816 36.29594471,137.8914756 36.31228415,137.8847736 36.33415405,137.8818404 36.3390213,137.8820839 36.34981335,137.8665429 36.38637452,137.865312 36.40166445,137.860421 36.41075988,137.8590671 36.41787304,137.8574906 36.44393759,137.8496166 36.4547993,137.8448596 36.47885121,137.8464919 36.48405327,137.8562029 36.49146008,137.8636415 36.5044551,137.8597353 36.51478935,137.8443291 36.53876908,137.8425252 36.55022774,137.8441323 36.56176895,137.8382422 36.57035485,137.8375005 36.57936097,137.8474084 36.60016313,137.8574486 36.608431,137.860254 36.61427336,137.8600677 36.61877546,137.8547252 36.62112647,137.8514055 36.6246966,137.8428564 36.62548792,137.8404237 36.63579053,137.8425654 36.63888391,137.8427744 36.64608761,137.8461336 36.65445253,137.8476448 36.66609836,137.8668673 36.70162633,137.8687943 36.70865872,137.880285 36.71380175,137.8845817 36.71994217,137.8874395 36.72901955,137.8854482 36.74137014,137.8909703 36.74675126,137.8925871 36.75192034,137.8977451 36.75526924,137.9017429 36.76547112,137.9058009 36.76848742,137.9061161 36.77202235,137.9109458 36.77802422)",長野支社_大糸線,長野大糸線,511,長野支社,長野,277,大糸線,100,70600,70503.39757,6,30,8,34,72,1.02122738
"LINESTRING (138.1358864 36.57156819,138.1479835 36.60250226,138.1539691 36.62538938,138.1736079 36.6369662,138.1820156 36.63931358,138.1978112 36.64938644)",長野支社_信越本線,長野信越本線,511,長野支社,長野,631,信越本線,104700,115700,11015.52256,0,0,0,0,0,0
"LINESTRING (138.2814949 36.71386149,138.2900665 36.71806639,138.2962398 36.72317464,138.3062883 36.72692665,138.3062161 36.74014656,138.3136686 36.74508439,138.3195294 36.7526928,138.3175428 36.75671779,138.3198187 36.7653595,138.3293294 36.77414133,138.3298064 36.77850833,138.3339156 36.78357242,138.3345227 36.78965723,138.3453174 36.79415042,138.3434493 36.79814722,138.3435757 36.80260411,138.3491198 36.80897852,138.346699 36.81673039,138.3473961 36.8202652,138.3526753 36.82713862,138.357911 36.8380022,138.3587229 36.84605997,138.36416 36.85973604,138.3690182 36.86332783,138.3881737 36.9047066,138.3904734 36.91257218,138.3948301 36.91887053,138.4004298 36.92103481,138.4059615 36.93079323,138.4184775 36.93626829,138.4220808 36.94739293,138.4312805 36.94703294,138.4319972 36.94865245,138.4292108 36.95350171,138.4301055 36.9551326,138.4395296 36.95988522,138.4463706 36.96799086,138.4600124 36.97716191,138.4810532 36.97927733,138.4857012 36.98147553,138.4979048 36.98118759,138.5055253 36.98495584,138.5196342 36.98617807,138.5407436 36.98571407,138.5443567 36.98370219,138.5458124 36.97949116,138.5479073 36.979121,138.5556293 36.98265659,138.5611251 36.98277635,138.5661144 36.98954931,138.5726492 36.99079195,138.5800457 36.98878267,138.583046 36.98997448)",長野支社_飯山線,長野飯山線,511,長野支社,長野,641,飯山線,700,50200,49431.01246,2,135,26,91,252,5.098014131
"LINESTRING (139.5205085 37.45540063,139.5152029 37.45565969,139.5088691 37.44830937,139.4959143 37.44313349,139.4934514 37.43816149,139.4839036 37.42818797,139.4847751 37.41880835,139.4722507 37.41060367,139.4728979 37.40175981,139.4714081 37.39942312,139.454058 37.39574971,139.448332 37.3930299,139.4395351 37.39400012,139.4264991 37.38892985,139.3984224 37.39723916,139.3615739 37.39868554,139.3536838 37.39236107,139.3456725 37.38945407,139.3414199 37.37951168,139.3326812 37.381441,139.3282732 37.37735097,139.3176248 37.37248108,139.3174412 37.36993839,139.320687 37.36640952,139.3178304 37.3541162)",福島県_只見線,福島県只見線,851,福島県,福島県,992,只見線,61100,87900,26771.58429,0,0,0,0,0,0
